uid,label_counter,majority_label,label_dist,label_count,entropy,example,old_label,old_labels,premise,hypothesis
6792e,"{'e': 87, 'n': 12, 'c': 1}",e,"[0.87, 0.12, 0.01]","[87, 12, 1]",0.6082998482997922,"{'uid': '6792e', 'premise': 'Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.', 'hypothesis': 'British magazines interviewed Kate Winslet a lot.', 'source': 'mnli_agree_3'}",e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']","Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.",British magazines interviewed Kate Winslet a lot.
5075833333.jpg#3r1c,"{'c': 32, 'e': 42, 'n': 26}",e,"[0.42, 0.26, 0.32]","[42, 26, 32]",1.5569685454909614,"{'uid': '5075833333.jpg#3r1c', 'premise': 'A photographer snaps a midair action shot of a snowboarder.', 'hypothesis': 'The midair shot snaps at a boarder of snow.', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'entailment']",A photographer snaps a midair action shot of a snowboarder.,The midair shot snaps at a boarder of snow.
360723732.jpg#1r1c,"{'n': 75, 'c': 21, 'e': 4}",n,"[0.04, 0.75, 0.21]","[4, 75, 21]",0.9698555131192744,"{'uid': '360723732.jpg#1r1c', 'premise': 'A dog with a red object in its mouth is hurrying down a smooth path near grass and another dog.', 'hypothesis': 'A black and white dog is running across a field.', 'source': 'snli_agree_3'}",n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",A dog with a red object in its mouth is hurrying down a smooth path near grass and another dog.,A black and white dog is running across a field.
137399e,"{'n': 74, 'e': 25, 'c': 1}",n,"[0.25, 0.74, 0.01]","[25, 74, 1]",0.8878966517656207,"{'uid': '137399e', 'premise': 'oh really i was um i was TDY at Bent Waters', 'hypothesis': 'I had work at Bent Waters, but only for a little while. ', 'source': 'mnli_agree_3'}",n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",oh really i was um i was TDY at Bent Waters,"I had work at Bent Waters, but only for a little while. "
21340n,"{'n': 84, 'c': 11, 'e': 5}",n,"[0.05, 0.84, 0.11]","[5, 84, 11]",0.7776756718460952,"{'uid': '21340n', 'premise': ""uh somewhat they're not my favorite team i am uh somewhat familiar with them"", 'hypothesis': 'They are the best team in the league, by they are not my favorite.', 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']",uh somewhat they're not my favorite team i am uh somewhat familiar with them,"They are the best team in the league, by they are not my favorite."
23319n,"{'e': 81, 'n': 19}",e,"[0.81, 0.19, 0.0]","[81, 19, 0]",0.7014714598838974,"{'uid': '23319n', 'premise': 'You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.', 'hypothesis': 'There are many more places in Jamaica as well. ', 'source': 'mnli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']","You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.",There are many more places in Jamaica as well. 
52784n,"{'n': 83, 'e': 11, 'c': 6}",n,"[0.11, 0.83, 0.06]","[11, 83, 6]",0.8169382336634051,"{'uid': '52784n', 'premise': ""oh you know i like what i'm doing right now"", 'hypothesis': 'I do a few things right now.', 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",oh you know i like what i'm doing right now,I do a few things right now.
115954n,"{'e': 65, 'n': 32, 'c': 3}",e,"[0.65, 0.32, 0.03]","[65, 32, 3]",1.0817682362845946,"{'uid': '115954n', 'premise': 'For himself he chose Atat??rk, or Father of the Turks.', 'hypothesis': 'Ataturk was the father of the Turkish nation.', 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']","For himself he chose Atat??rk, or Father of the Turks.",Ataturk was the father of the Turkish nation.
344536009.jpg#2r1e,"{'e': 89, 'c': 4, 'n': 7}",e,"[0.89, 0.07, 0.04]","[89, 7, 4]",0.6039385916705984,"{'uid': '344536009.jpg#2r1e', 'premise': 'A young man is having his dreadlocks cutoff by a woman with scissors.', 'hypothesis': 'The young man has twisted hair.', 'source': 'snli_agree_3'}",e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A young man is having his dreadlocks cutoff by a woman with scissors.,The young man has twisted hair.
62452e,"{'n': 10, 'e': 80, 'c': 10}",e,"[0.8, 0.1, 0.1]","[80, 10, 10]",0.9219280948873624,"{'uid': '62452e', 'premise': 'I am a lacto-vegetarian.', 'hypothesis': 'I can consume lactose, but not meat.', 'source': 'mnli_agree_3'}",e,"['entailment', 'contradiction', 'entailment', 'neutral', 'entailment']",I am a lacto-vegetarian.,"I can consume lactose, but not meat."
2645745905.jpg#0r1n,"{'c': 57, 'n': 43}",c,"[0.0, 0.43, 0.57]","[0, 43, 57]",0.9858150371789199,"{'uid': '2645745905.jpg#0r1n', 'premise': 'A man wearing blue jeans and a black shirt is talking to a man wearing white shorts while they are sitting outside in folding chairs on a patio.', 'hypothesis': 'the woman is white', 'source': 'snli_agree_3'}",c,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",A man wearing blue jeans and a black shirt is talking to a man wearing white shorts while they are sitting outside in folding chairs on a patio.,the woman is white
33764n,"{'n': 31, 'e': 67, 'c': 2}",e,"[0.67, 0.31, 0.02]","[67, 31, 2]",1.0237755759480858,"{'uid': '33764n', 'premise': ""A succession of discoveries has taught us about archeabacteria, very ancient and primitive single-cell organisms that live in the places you'd least expect anything to call home."", 'hypothesis': ""Several discoveries have showed us the existence of archaebacteria and the places on and off earth you'd least expect them to call home. "", 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']","A succession of discoveries has taught us about archeabacteria, very ancient and primitive single-cell organisms that live in the places you'd least expect anything to call home.",Several discoveries have showed us the existence of archaebacteria and the places on and off earth you'd least expect them to call home. 
462080147.jpg#3r1e,"{'n': 68, 'c': 15, 'e': 17}",n,"[0.17, 0.68, 0.15]","[17, 68, 15]",1.2234791853706584,"{'uid': '462080147.jpg#3r1e', 'premise': 'a man holding a bottle of wine with a box on his head', 'hypothesis': 'The man is hiding his face with the box on his head.', 'source': 'snli_agree_3'}",n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",a man holding a bottle of wine with a box on his head,The man is hiding his face with the box on his head.
209604956.jpg#0r1e,"{'e': 97, 'c': 2, 'n': 1}",e,"[0.97, 0.01, 0.02]","[97, 1, 2]",0.2219407328532109,"{'uid': '209604956.jpg#0r1e', 'premise': 'A young man in a black shirt and an elderly woman in a pink shirt sitting on a train together.', 'hypothesis': 'The man is wearing clothing.', 'source': 'snli_agree_3'}",e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",A young man in a black shirt and an elderly woman in a pink shirt sitting on a train together.,The man is wearing clothing.
3168293517.jpg#2r1n,"{'n': 87, 'e': 11, 'c': 2}",n,"[0.11, 0.87, 0.02]","[11, 87, 2]",0.6379578703362284,"{'uid': '3168293517.jpg#2r1n', 'premise': 'A little boy in a blue shirt holding a toy.', 'hypothesis': 'Boy dressed in blue carrying toy to a toybox.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A little boy in a blue shirt holding a toy.,Boy dressed in blue carrying toy to a toybox.
2942n,"{'n': 61, 'c': 31, 'e': 8}",n,"[0.08, 0.61, 0.31]","[8, 61, 31]",1.2503055576414328,"{'uid': '2942n', 'premise': ""In Texas, the legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation."", 'hypothesis': 'The benefit program in place already had little impact.', 'source': 'mnli_agree_3'}",c,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']","In Texas, the legislature was instrumental in effecting changes to the state's benefit programs through provisions in several pieces of legislation.",The benefit program in place already had little impact.
306839655.jpg#2r2c,"{'n': 69, 'c': 29, 'e': 2}",n,"[0.02, 0.69, 0.29]","[2, 69, 29]",1.0001598260107925,"{'uid': '306839655.jpg#2r2c', 'premise': 'A group of people plays a game on the floor of a living room while a TV plays in the background.', 'hypothesis': 'A group of friends are playing the xbox while other friends wait for their turn.', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",A group of people plays a game on the floor of a living room while a TV plays in the background.,A group of friends are playing the xbox while other friends wait for their turn.
46382n,"{'e': 52, 'n': 45, 'c': 3}",e,"[0.52, 0.45, 0.03]","[52, 45, 3]",1.1607447679713685,"{'uid': '46382n', 'premise': 'The next morning they ate dry bread, two strips of lean meat, and two eggs fried in animal fat on a skillet of black scorched iron.', 'hypothesis': 'They ate a hearty breakfast before heading out for the day.', 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","The next morning they ate dry bread, two strips of lean meat, and two eggs fried in animal fat on a skillet of black scorched iron.",They ate a hearty breakfast before heading out for the day.
5988551357.jpg#3r1e,"{'n': 38, 'e': 62}",e,"[0.62, 0.38, 0.0]","[62, 38, 0]",0.9580420222262997,"{'uid': '5988551357.jpg#3r1e', 'premise': ""A rodeo clown finds it's way in the action."", 'hypothesis': 'The rodeo clown is performing physical activity.', 'source': 'snli_agree_3'}",e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",A rodeo clown finds it's way in the action.,The rodeo clown is performing physical activity.
6918466589.jpg#0r1n,"{'n': 61, 'e': 38, 'c': 1}",n,"[0.38, 0.61, 0.01]","[38, 61, 1]",1.0318939587528015,"{'uid': '6918466589.jpg#0r1n', 'premise': 'A small group of children are standing in a classroom and one of them has a foot in a trashcan, which also has a rope leading out of it.', 'hypothesis': 'Some kids in a classroom play a game with a trashcan.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']","A small group of children are standing in a classroom and one of them has a foot in a trashcan, which also has a rope leading out of it.",Some kids in a classroom play a game with a trashcan.
4328463789.jpg#1r1c,"{'c': 86, 'e': 1, 'n': 13}",c,"[0.01, 0.13, 0.86]","[1, 13, 86]",0.6362113373725785,"{'uid': '4328463789.jpg#1r1c', 'premise': 'A young boy is taking a nap underneath a piece of cardboard that reads, ""Connie Facial Tissues.""', 'hypothesis': 'He sleeps under a large blanket', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']","A young boy is taking a nap underneath a piece of cardboard that reads, ""Connie Facial Tissues.""",He sleeps under a large blanket
38156n,"{'n': 79, 'e': 14, 'c': 7}",n,"[0.14, 0.79, 0.07]","[14, 79, 7]",0.9343248650827166,"{'uid': '38156n', 'premise': 'BUDGETARY RESOURCES - The forms of authority given to an agency allowing it to incur obligations.', 'hypothesis': 'Administrations generally feel that some agencies should have more budgetary resources than others.', 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'neutral', 'contradiction', 'contradiction']",BUDGETARY RESOURCES - The forms of authority given to an agency allowing it to incur obligations.,Administrations generally feel that some agencies should have more budgetary resources than others.
56895c,"{'c': 28, 'n': 20, 'e': 52}",e,"[0.52, 0.2, 0.28]","[52, 20, 28]",1.469182539187755,"{'uid': '56895c', 'premise': 'The entire economy received a massive jump-start with the outbreak of the Korean War, with Japan ironically becoming the chief local supplier for an army it had battled so furiously just a few years earlier.', 'hypothesis': 'Korea and Japan were not at war. ', 'source': 'mnli_agree_3'}",c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment']","The entire economy received a massive jump-start with the outbreak of the Korean War, with Japan ironically becoming the chief local supplier for an army it had battled so furiously just a few years earlier.",Korea and Japan were not at war. 
77175n,"{'n': 62, 'e': 33, 'c': 5}",n,"[0.33, 0.62, 0.05]","[33, 62, 5]",1.1715080132022042,"{'uid': '77175n', 'premise': 'No money no results!"" Another voice which Tommy rather thought was that of Boris replied: ""Will you guarantee that there ARE results?""', 'hypothesis': 'Money will give results if there is enough of it. ', 'source': 'mnli_agree_3'}",n,"['neutral', 'neutral', 'contradiction', 'neutral', 'entailment']","No money no results!"" Another voice which Tommy rather thought was that of Boris replied: ""Will you guarantee that there ARE results?""",Money will give results if there is enough of it. 
113280n,"{'e': 18, 'n': 65, 'c': 17}",n,"[0.18, 0.65, 0.17]","[18, 65, 17]",1.2838619280340553,"{'uid': '113280n', 'premise': 'Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.', 'hypothesis': 'Fresh-cut flowers available at the market range from cheap to expensive.', 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']","Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.",Fresh-cut flowers available at the market range from cheap to expensive.
11299e,"{'e': 65, 'n': 30, 'c': 5}",e,"[0.65, 0.3, 0.05]","[65, 30, 5]",1.1411535278793055,"{'uid': '11299e', 'premise': ""'Not part of your biography."", 'hypothesis': 'What is being shown is not part of my biography.', 'source': 'mnli_agree_3'}",n,"['entailment', 'contradiction', 'neutral', 'neutral', 'neutral']",'Not part of your biography.,What is being shown is not part of my biography.
6739582637.jpg#1r1e,"{'n': 19, 'e': 76, 'c': 5}",e,"[0.76, 0.19, 0.05]","[76, 19, 5]",0.9722286472589503,"{'uid': '6739582637.jpg#1r1e', 'premise': 'Three people on bicycles, pedaling down the side of a road, with a jeep following them.', 'hypothesis': 'People are on the street.', 'source': 'snli_agree_3'}",e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']","Three people on bicycles, pedaling down the side of a road, with a jeep following them.",People are on the street.
30592n,"{'e': 82, 'n': 17, 'c': 1}",e,"[0.82, 0.17, 0.01]","[82, 17, 1]",0.7357948629753384,"{'uid': '30592n', 'premise': ""'Of course.'"", 'hypothesis': ""Yes, that's absolutely true."", 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",'Of course.',"Yes, that's absolutely true."
130869n,"{'e': 77, 'n': 21, 'c': 2}",e,"[0.77, 0.21, 0.02]","[77, 21, 2]",0.876043894656111,"{'uid': '130869n', 'premise': 'Castlerigg near Keswick is the best example.', 'hypothesis': 'A good example would be Castlerigg near Keswick, in Scotland.', 'source': 'mnli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",Castlerigg near Keswick is the best example.,"A good example would be Castlerigg near Keswick, in Scotland."
4183609474.jpg#0r1n,"{'e': 88, 'n': 10, 'c': 2}",e,"[0.88, 0.1, 0.02]","[88, 10, 2]",0.6073635558851669,"{'uid': '4183609474.jpg#0r1n', 'premise': 'A young man trying to buy a car from his dealer after his old car was towed away by police.', 'hypothesis': 'A man trying to buy a new car from someone.', 'source': 'snli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A young man trying to buy a car from his dealer after his old car was towed away by police.,A man trying to buy a new car from someone.
2214n,"{'n': 72, 'e': 25, 'c': 3}",n,"[0.25, 0.72, 0.03]","[25, 72, 3]",0.992997266270944,"{'uid': '2214n', 'premise': 'Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html.', 'hypothesis': 'The documents are free to view.', 'source': 'mnli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html.,The documents are free to view.
58557n,"{'e': 17, 'c': 34, 'n': 49}",n,"[0.17, 0.49, 0.34]","[17, 49, 34]",1.4680423171205994,"{'uid': '58557n', 'premise': 'In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.', 'hypothesis': 'The IRS has to get a record of the time.', 'source': 'mnli_agree_3'}",n,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']","In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.",The IRS has to get a record of the time.
3735771637.jpg#0r1n,"{'n': 76, 'e': 22, 'c': 2}",n,"[0.22, 0.76, 0.02]","[22, 76, 2]",0.8943563234573944,"{'uid': '3735771637.jpg#0r1n', 'premise': 'Two men are on a cherry picker proceeding to perform work at a construction site.', 'hypothesis': 'Two construction workers on a cherry picker assisting other workers at a construction site.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",Two men are on a cherry picker proceeding to perform work at a construction site.,Two construction workers on a cherry picker assisting other workers at a construction site.
2394922193.jpg#0r1n,"{'c': 43, 'n': 56, 'e': 1}",n,"[0.01, 0.56, 0.43]","[1, 56, 43]",1.0584435889005643,"{'uid': '2394922193.jpg#0r1n', 'premise': 'Woman wearing a red sweater, brown slacks and a white hat, rollerblading on the street in front of a yellow building.', 'hypothesis': 'A woman is protesting something.', 'source': 'snli_agree_3'}",c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']","Woman wearing a red sweater, brown slacks and a white hat, rollerblading on the street in front of a yellow building.",A woman is protesting something.
2482588693.jpg#0r1n,"{'n': 80, 'e': 19, 'c': 1}",n,"[0.19, 0.8, 0.01]","[19, 80, 1]",0.7792074863105536,"{'uid': '2482588693.jpg#0r1n', 'premise': 'Two men, one kneeling and one squatting, are posing in front of a clear wall with shops in the background.', 'hypothesis': 'There are two men posing for a photgraphy stunt.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'entailment', 'neutral', 'contradiction']","Two men, one kneeling and one squatting, are posing in front of a clear wall with shops in the background.",There are two men posing for a photgraphy stunt.
4247c,"{'c': 57, 'n': 40, 'e': 3}",c,"[0.03, 0.4, 0.57]","[3, 40, 57]",1.1427887687242424,"{'uid': '4247c', 'premise': 'Savonarola burned in Florence', 'hypothesis': ""Florence became Savonarola's new home."", 'source': 'mnli_agree_3'}",c,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",Savonarola burned in Florence,Florence became Savonarola's new home.
4762365885.jpg#0r1c,{'c': 100},c,"[0.0, 0.0, 1.0]","[0, 0, 100]",0.0,"{'uid': '4762365885.jpg#0r1c', 'premise': 'A woman in a white dress walking down the street with a woman in a purple shirt crossing the street.', 'hypothesis': 'The women are indoors.', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment']",A woman in a white dress walking down the street with a woman in a purple shirt crossing the street.,The women are indoors.
50945e,"{'n': 44, 'e': 51, 'c': 5}",e,"[0.51, 0.44, 0.05]","[51, 44, 5]",1.2326729484244832,"{'uid': '50945e', 'premise': 'for me now the address is the same you know my my office address', 'hypothesis': 'I am able to receive mail at my workplace.', 'source': 'mnli_agree_3'}",n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",for me now the address is the same you know my my office address,I am able to receive mail at my workplace.
37136n,"{'e': 67, 'n': 27, 'c': 6}",e,"[0.67, 0.27, 0.06]","[67, 27, 6]",1.1406590565406112,"{'uid': '37136n', 'premise': ""The Kal tangled both of Adrin's arms, keeping the blades far away."", 'hypothesis': ""Adrin's arms were tangled, keeping his rusty blades away from Kal."", 'source': 'mnli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']","The Kal tangled both of Adrin's arms, keeping the blades far away.","Adrin's arms were tangled, keeping his rusty blades away from Kal."
477774424.jpg#2r1c,"{'c': 89, 'n': 9, 'e': 2}",c,"[0.02, 0.09, 0.89]","[2, 9, 89]",0.5751601860848226,"{'uid': '477774424.jpg#2r1c', 'premise': 'A shirtless man sleeps in his blue boat out on the open waters.', 'hypothesis': 'The man lies wide awake in the bed of his boat trying to fall asleep', 'source': 'snli_agree_3'}",c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A shirtless man sleeps in his blue boat out on the open waters.,The man lies wide awake in the bed of his boat trying to fall asleep
12092e,"{'n': 50, 'e': 49, 'c': 1}",n,"[0.49, 0.5, 0.01]","[49, 50, 1]",1.0707202712709103,"{'uid': '12092e', 'premise': 'Outside the cathedral you will find a statue of John Knox with Bible in hand.', 'hypothesis': 'John Knox was someone who read the Bible.', 'source': 'mnli_agree_3'}",e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",Outside the cathedral you will find a statue of John Knox with Bible in hand.,John Knox was someone who read the Bible.
98739n,"{'e': 71, 'n': 22, 'c': 7}",e,"[0.71, 0.22, 0.07]","[71, 22, 7]",1.0999459342821627,"{'uid': '98739n', 'premise': 'The living is not equal to the Ritz, he observed with a sigh.', 'hypothesis': 'The living is nothing compared to the glamour of the Ritz, he said sadly.', 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']","The living is not equal to the Ritz, he observed with a sigh.","The living is nothing compared to the glamour of the Ritz, he said sadly."
127490e,"{'e': 89, 'c': 1, 'n': 10}",e,"[0.89, 0.1, 0.01]","[89, 10, 1]",0.5482606267258944,"{'uid': '127490e', 'premise': 'Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and', 'hypothesis': 'Emission caps are going to be cut substantially.', 'source': 'mnli_agree_3'}",e,"['entailment', 'entailment', 'neutral', 'contradiction', 'entailment']","Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and",Emission caps are going to be cut substantially.
83207e,"{'n': 49, 'e': 31, 'c': 20}",n,"[0.31, 0.49, 0.2]","[31, 49, 20]",1.492461890960869,"{'uid': '83207e', 'premise': 'and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual', 'hypothesis': ""You wonder if it's possible to rehabilitate those types of people."", 'source': 'mnli_agree_3'}",n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,You wonder if it's possible to rehabilitate those types of people.
49396e,"{'e': 72, 'n': 24, 'c': 4}",e,"[0.72, 0.24, 0.04]","[72, 24, 4]",1.0211191885631823,"{'uid': '49396e', 'premise': 'The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.', 'hypothesis': 'There are no tourists on the road through the agricultural towns and fishing villages.', 'source': 'mnli_agree_3'}",e,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.,There are no tourists on the road through the agricultural towns and fishing villages.
3486538055.jpg#2r1c,"{'n': 17, 'c': 81, 'e': 2}",c,"[0.02, 0.17, 0.81]","[2, 17, 81]",0.7937090044256209,"{'uid': '3486538055.jpg#2r1c', 'premise': 'Two dogs biting each other playfully while jumping', 'hypothesis': 'Two dogs are biting each other while fighting and growling', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction']",Two dogs biting each other playfully while jumping,Two dogs are biting each other while fighting and growling
2092223894.jpg#0r1n,"{'n': 82, 'e': 11, 'c': 7}",n,"[0.11, 0.82, 0.07]","[11, 82, 7]",0.853611223393761,"{'uid': '2092223894.jpg#0r1n', 'premise': 'Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her.', 'hypothesis': 'Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her and waving.', 'source': 'snli_agree_3'}",n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her.","Two young girls have fun on a trampoline, one of which appears to be falling down onto her back while the other poses with a smile behind her and waving."
2572812372.jpg#1r1c,"{'c': 72, 'n': 28}",c,"[0.0, 0.28, 0.72]","[0, 28, 72]",0.8554508105601307,"{'uid': '2572812372.jpg#1r1c', 'premise': 'A young girl in red pants looks at a window mannequin as people walk past.', 'hypothesis': 'The girl is blind.', 'source': 'snli_agree_3'}",c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment']",A young girl in red pants looks at a window mannequin as people walk past.,The girl is blind.
4710342117.jpg#2r1n,"{'n': 63, 'e': 37}",n,"[0.37, 0.63, 0.0]","[37, 63, 0]",0.950672092687066,"{'uid': '4710342117.jpg#2r1n', 'premise': 'A woman sitting down working with what looks like a kite.', 'hypothesis': 'A woman is fixing a kite.', 'source': 'snli_agree_3'}",n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A woman sitting down working with what looks like a kite.,A woman is fixing a kite.
4809864612.jpg#0r1n,"{'n': 95, 'c': 2, 'e': 3}",n,"[0.03, 0.95, 0.02]","[3, 95, 2]",0.33494448683868966,"{'uid': '4809864612.jpg#0r1n', 'premise': 'Two men in shorts walking in front of a trashcan.', 'hypothesis': 'The men are strolling down the boardwalk.', 'source': 'snli_agree_3'}",n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']",Two men in shorts walking in front of a trashcan.,The men are strolling down the boardwalk.
49434n,"{'e': 88, 'n': 12}",e,"[0.88, 0.12, 0.0]","[88, 12, 0]",0.5293608652873644,"{'uid': '49434n', 'premise': ""it's so bad wanted to mow today i was off and i wanted to mow the yard but just walking across it it's still so mushy if i took a mower out there i'd tear the sod up so bad"", 'hypothesis': 'The lawn mower will sink into the mushy lawn and pull up the grass. ', 'source': 'mnli_agree_3'}",e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",it's so bad wanted to mow today i was off and i wanted to mow the yard but just walking across it it's still so mushy if i took a mower out there i'd tear the sod up so bad,The lawn mower will sink into the mushy lawn and pull up the grass. 
3632197966.jpg#3r1e,"{'n': 40, 'e': 54, 'c': 6}",e,"[0.54, 0.4, 0.06]","[54, 40, 6]",1.2523479506082373,"{'uid': '3632197966.jpg#3r1e', 'premise': 'The motorcyclist race on the course.', 'hypothesis': 'The man on the motorcycle road across the course.', 'source': 'snli_agree_3'}",n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",The motorcyclist race on the course.,The man on the motorcycle road across the course.
110528c,"{'c': 46, 'n': 45, 'e': 9}",c,"[0.09, 0.45, 0.46]","[9, 45, 46]",1.346390546510337,"{'uid': '110528c', 'premise': 'probably yeah i would imagine the judge could throw it out', 'hypothesis': 'I cannot believe the judge threw the book at them so fast.', 'source': 'mnli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",probably yeah i would imagine the judge could throw it out,I cannot believe the judge threw the book at them so fast.
38477c,"{'c': 62, 'n': 37, 'e': 1}",c,"[0.01, 0.37, 0.62]","[1, 37, 62]",1.0247567320521507,"{'uid': '38477c', 'premise': 'She wears either revealing clothes or professional clothes (or perhaps both).', 'hypothesis': 'She only wears short skirts.', 'source': 'mnli_agree_3'}",c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",She wears either revealing clothes or professional clothes (or perhaps both).,She only wears short skirts.
4630881369.jpg#2r1c,"{'e': 69, 'n': 13, 'c': 18}",e,"[0.69, 0.13, 0.18]","[69, 13, 18]",1.1973306509798298,"{'uid': '4630881369.jpg#2r1c', 'premise': 'A child is wearing white and blue face paint.', 'hypothesis': 'A child is wearing makeup.', 'source': 'snli_agree_3'}",e,"['contradiction', 'entailment', 'entailment', 'contradiction', 'entailment']",A child is wearing white and blue face paint.,A child is wearing makeup.
43891n,"{'c': 50, 'n': 50}",c,"[0.0, 0.5, 0.5]","[0, 50, 50]",1.0,"{'uid': '43891n', 'premise': 'GAO recommends that the Secretary of Defense revise policy and guidance', 'hypothesis': 'GAO recommends that you eat 5 fruit/veg per day', 'source': 'mnli_agree_3'}",c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']",GAO recommends that the Secretary of Defense revise policy and guidance,GAO recommends that you eat 5 fruit/veg per day
